NAME,OPERATIONAL_STATUS,ATTRIBUTE_SOURCE,CUSTODIAN_AGENCY,CUSTODIAN_LICENSING,CLASS,VOLTAGE,ADDRESS,LATITUDE,LONGITUDE
Condabri Central,Operational,AEMO-Australian Energy Market Operators 2015,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Condabri Queensland,-26.80109318,150.2029576
Condabri South,Operational,AEMO-Australian Energy Market Operators 2015,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Condamine Queensland,-26.93192175,150.2235467
Columboola,Operational,AEMO-Australian Energy Market Operators 2019,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,275,Columboola Queensland,-26.64915333,150.2800982
Wandoan South,Operational,AEMO-Australian Energy Market Operators 2015,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,275,Wandoan Queensland,-26.2685222,149.768145
Clifford Creek,Operational,AEMO-Australian Energy Market Operators 2015,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Yuleba Queensland,-26.35376513,149.3848762
Yuleba North,Operational,AEMO-Australian Energy Market Operators 2015,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,275,Yuleba Queensland,-26.18653869,149.4370553
Dinoun South,Operational,AEMO-Australian Energy Market Operators 2015,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Dinoun Queensland,-26.24310434,149.5058057
Woleebee Creek,Operational,AEMO-Australian Energy Market Operators 2015,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Wandoan Queensland,-26.28898827,149.7245794
Jordan,Operational,AEMO-Australian Energy Market Operators 2015,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,275,Kogan Queensland,-27.1085891,150.712523
Ruby Jo,Operational,AEMO-Australian Energy Market Operators 2015,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,275,Kumbarilla Queensland,-27.23206195,150.8548045
Kelvin Grove,Operational,AEMO-Australian Energy Market Operators 2015,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Kelvin Grove Queensland,-27.4545616,153.0125596
Newlands,Operational,QLD Government Website,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Bulk Supply Point,132,,-21.07143909,147.802102
Newlands North,Operational,QLD Government Website,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Bulk Supply Point,132,,-20.88899868,147.7909161
Goondiwindi,Operational,QLD Government Website,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Bulk Supply Point,132,,-28.524459,150.2862002
Daandine,Operational,QLD Government Website,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,110,,-27.08643565,150.9444671
Rossville,Operational,QLD Government Website,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,66,,-15.66803839,145.2164364
Lakeland ,Operational,QLD Government Website,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,,-15.87229631,144.8617268
Mount Molloy,Operational,QLD Government Website,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,66,,-16.68355306,145.3322445
Cassowary,Operational,QLD Government Website,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,,-16.50506513,145.3954209
Toowoomba Central,Operational,QLD Government Website,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,110,,-27.56221086,151.9505305
Blythdale,Operational,AEMO-Australian Energy Market Operators 2016,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Substation,132,Blythdale Queensland,-26.46930682,149.0274547
Eurombah,Operational,AEMO-Australian Energy Market Operators 2016,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Substation,275,Eurombah Queensland,-25.93468315,149.199068
Fairview South,Operational,AEMO-Australian Energy Market Operators 2016,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Substation,132,Baroondah Queensland,-25.75413742,149.0718526
Fairview West,Operational,AEMO-Australian Energy Market Operators 2016,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Substation,132,Fairview Queensland,-25.60718498,148.9246759
Walkamin,Operational,AEMO-Australian Energy Market Operators 2019,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,275,Walkamin Queensland,-17.18495995,145.3798325
Wotonga,Operational,AEMO-Australian Energy Market Operators 2019,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Wotnga Queensland,-21.93719057,148.0960453
Louise Creek,Operational,AEMO-Australian Energy Market Operators 2019,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Louise Creek Queensland,-21.29626165,149.2692096
Cairns North,Operational,AEMO-Australian Energy Market Operators 2019,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Cairns North Queensland,-16.91372343,145.7502931
Bolingbroke,Operational,AEMO-Australian Energy Market Operators 2019,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Bolingbroke Queensland,-21.64425608,149.1010891
Moran Plains,Operational,AEMO-Australian Energy Market Operators 2019,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Moranbah Queensland,-22.13960656,147.919172
Mindi,Operational,AEMO-Australian Energy Market Operators 2019,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Mindi Queensland,-21.84199304,148.6268868
Bundoora,Operational,AEMO-Australian Energy Market Operators 2019,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Bundoora Queensland,-23.01413296,148.5178398
Lilyvale Solar Farm,Operational,AEMO-Australian Energy Market Operators 2019,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Lilyvale Queensland,-23.08747286,148.4390008
Clayton,Operational,AEMO-Australian Energy Market Operators 2019,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Clayton Queensland,-24.939046,152.366053
Woolooga 132,Operational,AEMO-Australian Energy Market Operators 2019,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Lower Wonga Queensland,-26.0901556,152.4411309
Cooran,Operational,AEMO-Australian Energy Market Operators 2019,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Cooran Queensland,-26.34485212,152.8641422
Noosaville,Operational,AEMO-Australian Energy Market Operators 2019,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,110,Noosaville Queensland,-26.40275615,153.0688275
Sunrise Hills,Operational,AEMO-Australian Energy Market Operators 2019,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,110,Noosa Queensland,-26.42293494,153.0291055
Mooloolaba,Operational,AEMO-Australian Energy Market Operators 2019,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,275,Buderim Queensland,-26.7089253,153.0688841
Caboolture SSQR50,Operational,AEMO-Australian Energy Market Operators 2019,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,110,Caboolture  Queensland,-27.06910209,152.9490186
